t_s,theta_ref_graus,I_loop_mA,V_RL_V
0.695,250.2,5.10739227,1.27684807
0.696,250.56,5.10899484,1.27724871
0.697,250.92,5.1105974,1.27764935
0.698,251.28,5.11219997,1.27804999
0.699,251.64,5.11380253,1.27845063
0.7,252,5.1154051,1.27885127
0.701,252.36,5.11700766,1.27925191
0.702,252.72,5.11861022,1.27965256
0.703,253.08,5.12021279,1.2800532
0.704,253.44,5.12181535,1.28045384
0.705,253.8,5.12341792,1.28085448
0.706,254.16,5.12502048,1.28125512
0.707,254.52,5.12662304,1.28165576
0.708,254.88,5.12822561,1.2820564
0.709,255.24,5.12982817,1.28245704
0.71,255.6,5.13143074,1.28285768
0.711,255.96,5.1330333,1.28325833
0.712,256.32,5.13463586,1.28365897
0.713,256.68,5.13623843,1.28405961
0.714,257.04,5.13784099,1.28446025
0.715,257.4,5.13944356,1.28486089
0.716,257.76,5.14104612,1.28526153
0.717,258.12,5.14264869,1.28566217
0.718,258.48,5.14425125,1.28606281
0.719,258.84,5.14585381,1.28646345
0.72,259.2,5.14745638,1.28686409
0.721,259.56,5.14905894,1.28726474
0.722,259.92,5.15066151,1.28766538
0.723,260.28,5.15226407,1.28806602
0.724,260.64,5.15386663,1.28846666
0.725,261,5.1554692,1.2888673
0.726,261.36,5.15707176,1.28926794
0.727,261.72,5.15867433,1.28966858
0.728,262.08,5.16027689,1.29006922
0.729,262.44,5.16187945,1.29046986
0.73,262.8,5.16348202,1.2908705
0.731,263.16,5.16508458,1.29127115
0.732,263.52,5.16668715,1.29167179
0.733,263.88,5.16828971,1.29207243
0.734,264.24,5.16989227,1.29247307
0.735,264.6,5.17149484,1.29287371
0.736,264.96,5.1730974,1.29327435
0.737,265.32,5.17469997,1.29367499
0.738,265.68,5.17630253,1.29407563
0.739,266.04,5.1779051,1.29447627
0.74,266.4,5.17950766,1.29487691
0.741,266.76,5.18111022,1.29527756
0.742,267.12,5.18271279,1.2956782
0.743,267.48,5.18431535,1.29607884
0.744,267.84,5.18591792,1.29647948
0.745,268.2,5.18752048,1.29688012
0.746,268.56,5.18912304,1.29728076
0.747,268.92,5.19072561,1.2976814
0.748,269.28,5.19232817,1.29808204
0.749,269.64,5.19393074,1.29848268
0.75,270,5.1955333,1.29888333
0.751,270.36,5.19713586,1.29928397
0.752,270.72,5.19873843,1.29968461
0.753,271.08,5.20034099,1.30008525
0.754,271.44,5.20194356,1.30048589
0.755,271.8,5.20354612,1.30088653
0.756,272.16,5.20514869,1.30128717
0.757,272.52,5.20675125,1.30168781
0.758,272.88,5.20835381,1.30208845
0.759,273.24,5.20995638,1.30248909
0.76,273.6,5.21155894,1.30288974
0.761,273.96,5.21316151,1.30329038
0.762,274.32,5.21476407,1.30369102
0.763,274.68,5.21636663,1.30409166
0.764,275.04,5.2179692,1.3044923
0.765,275.4,5.21957176,1.30489294
0.766,275.76,5.22117433,1.30529358
0.767,276.12,5.22277689,1.30569422
0.768,276.48,5.22437945,1.30609486
0.769,276.84,5.22598202,1.3064955
0.77,277.2,5.22758458,1.30689615
0.771,277.56,5.22918715,1.30729679
0.772,277.92,5.23078971,1.30769743
0.773,278.28,5.23239227,1.30809807
0.774,278.64,5.23399484,1.30849871
0.775,279,5.2355974,1.30889935
0.776,279.36,5.23719997,1.30929999
0.777,279.72,5.23880253,1.30970063
0.778,280.08,5.2404051,1.31010127
0.779,280.44,5.24200766,1.31050191
0.78,280.8,5.24361022,1.31090256
0.781,281.16,5.24521279,1.3113032
0.782,281.52,5.24681535,1.31170384
0.783,281.88,5.24841792,1.31210448
0.784,282.24,5.25002048,1.31250512
0.785,282.6,5.25162304,1.31290576
0.786,282.96,5.25322561,1.3133064
0.787,283.32,5.25482817,1.31370704
0.788,283.68,5.25643074,1.31410768
0.789,284.04,5.2580333,1.31450833
0.79,284.4,5.25963586,1.31490897
0.791,284.76,5.26123843,1.31530961
0.792,285.12,5.26284099,1.31571025
0.793,285.48,5.26444356,1.31611089
0.794,285.84,5.26604612,1.31651153
0.795,286.2,5.26764869,1.31691217
0.796,286.56,5.26925125,1.31731281
0.797,286.92,5.27085381,1.31771345
0.798,287.28,5.27245638,1.31811409
0.799,287.64,5.27405894,1.31851474
0.8,288,5.27566151,1.31891538
0.801,288.36,5.27726407,1.31931602
0.802,288.72,5.27886663,1.31971666
0.803,289.08,5.2804692,1.3201173
0.804,289.44,5.28207176,1.32051794
0.805,289.8,5.28367433,1.32091858
0.806,290.16,5.28527689,1.32131922
0.807,290.52,5.28687945,1.32171986
0.808,290.88,5.28848202,1.3221205
0.809,291.24,5.29008458,1.32252115
0.81,291.6,5.29168715,1.32292179
0.811,291.96,5.29328971,1.32332243
0.812,292.32,5.29489227,1.32372307
0.813,292.68,5.29649484,1.32412371
0.814,293.04,5.2980974,1.32452435
0.815,293.4,5.29969997,1.32492499
0.816,293.76,5.30130253,1.32532563
0.817,294.12,5.3029051,1.32572627
0.818,294.48,5.30450766,1.32612691
0.819,294.84,5.30611022,1.32652756
0.82,295.2,5.30771279,1.3269282
0.821,295.56,5.30931535,1.32732884
0.822,295.92,5.31091792,1.32772948
0.823,296.28,5.31252048,1.32813012
0.824,296.64,5.31412304,1.32853076
0.825,297,5.31572561,1.3289314
0.826,297.36,5.31732817,1.32933204
0.827,297.72,5.31893074,1.32973268
0.828,298.08,5.3205333,1.33013333
0.829,298.44,5.32213586,1.33053397
0.83,298.8,5.32373843,1.33093461
0.831,299.16,5.32534099,1.33133525
0.832,299.52,5.32694356,1.33173589
0.833,299.88,5.32854612,1.33213653
0.834,300.24,5.33014869,1.33253717
0.835,300.6,5.33175125,1.33293781
0.836,300.96,5.33335381,1.33333845
0.837,301.32,5.33495638,1.33373909
0.838,301.68,5.33655894,1.33413974
0.839,302.04,5.33816151,1.33454038
0.84,302.4,5.33976407,1.33494102
0.841,302.76,5.34136663,1.33534166
0.842,303.12,5.3429692,1.3357423
0.843,303.48,5.34457176,1.33614294
0.844,303.84,5.34617433,1.33654358
0.845,304.2,5.34777689,1.33694422
0.846,304.56,5.34937945,1.33734486
0.847,304.92,5.35098202,1.3377455
0.848,305.28,5.35258458,1.33814615
0.849,305.64,5.35418715,1.33854679
0.85,306,5.35578971,1.33894743
0.851,306.36,5.35739227,1.33934807
0.852,306.72,5.35899484,1.33974871
0.853,307.08,5.3605974,1.34014935
0.854,307.44,5.36219997,1.34054999
0.855,307.8,5.36380253,1.34095063
0.856,308.16,5.3654051,1.34135127
0.857,308.52,5.36700766,1.34175191
0.858,308.88,5.36861022,1.34215256
0.859,309.24,5.37021279,1.3425532
0.86,309.6,5.37181535,1.34295384
0.861,309.96,5.37341792,1.34335448
0.862,310.32,5.37502048,1.34375512
0.863,310.68,5.37662304,1.34415576
0.864,311.04,5.37822561,1.3445564
0.865,311.4,5.37982817,1.34495704
0.866,311.76,5.38143074,1.34535768
0.867,312.12,5.3830333,1.34575833
0.868,312.48,5.38463586,1.34615897
0.869,312.84,5.38623843,1.34655961
0.87,313.2,5.38784099,1.34696025
0.871,313.56,5.38944356,1.34736089
0.872,313.92,5.39104612,1.34776153
0.873,314.28,5.39264869,1.34816217
0.874,314.64,5.39425125,1.34856281
0.875,315,5.39585381,1.34896345
0.876,315.36,5.39745638,1.34936409
0.877,315.72,5.39905894,1.34976474
0.878,316.08,5.40066151,1.35016538
0.879,316.44,5.40226407,1.35056602
0.88,316.8,5.40386663,1.35096666
0.881,317.16,5.4054692,1.3513673
0.882,317.52,5.40707176,1.35176794
0.883,317.88,5.40867433,1.35216858
0.884,318.24,5.41027689,1.35256922
0.885,318.6,5.41187945,1.35296986
0.886,318.96,5.41348202,1.3533705
0.887,319.32,5.41508458,1.35377115
0.888,319.68,5.41668715,1.35417179
0.889,320.04,5.41828971,1.35457243
0.89,320.4,5.41989227,1.35497307
0.891,320.76,5.42149484,1.35537371
0.892,321.12,5.4230974,1.35577435
0.893,321.48,5.42469997,1.35617499
0.894,321.84,5.42630253,1.35657563
0.895,322.2,5.4279051,1.35697627
0.896,322.56,5.42950766,1.35737691
0.897,322.92,5.43111022,1.35777756
0.898,323.28,5.43271279,1.3581782
0.899,323.64,5.43431535,1.35857884
0.9,324,5.43591792,1.35897948
0.901,324.36,5.43752048,1.35938012
0.902,324.72,5.43912304,1.35978076
0.903,325.08,5.44072561,1.3601814
0.904,325.44,5.44232817,1.36058204
0.905,325.8,5.44393074,1.36098268
0.906,326.16,5.4455333,1.36138333
0.907,326.52,5.44713586,1.36178397
0.908,326.88,5.44873843,1.36218461
0.909,327.24,5.45034099,1.36258525
0.91,327.6,5.45194356,1.36298589
0.911,327.96,5.45354612,1.36338653
0.912,328.32,5.45514869,1.36378717
0.913,328.68,5.45675125,1.36418781
0.914,329.04,5.45835381,1.36458845
0.915,329.4,5.45995638,1.36498909
0.916,329.76,5.46155894,1.36538974
0.917,330.12,5.46316151,1.36579038
0.918,330.48,5.46476407,1.36619102
0.919,330.84,5.46636663,1.36659166
0.92,331.2,5.4679692,1.3669923
0.921,331.56,5.46957176,1.36739294
0.922,331.92,5.47117433,1.36779358
0.923,332.28,5.47277689,1.36819422
0.924,332.64,5.47437945,1.36859486
0.925,333,5.47598202,1.3689955
0.926,333.36,5.47758458,1.36939615
0.927,333.72,5.47918715,1.36979679
0.928,334.08,5.48078971,1.37019743
0.929,334.44,5.48239227,1.37059807
0.93,334.8,5.48399484,1.37099871
0.931,335.16,5.4855974,1.37139935
0.932,335.52,5.48719997,1.37179999
0.933,335.88,5.48880253,1.37220063
0.934,336.24,5.4904051,1.37260127
0.935,336.6,5.49200766,1.37300191
0.936,336.96,5.49361022,1.37340256
0.937,337.32,5.49521279,1.3738032
0.938,337.68,5.49681535,1.37420384
0.939,338.04,5.49841792,1.37460448
0.94,338.4,5.50002048,1.37500512
0.941,338.76,5.50162304,1.37540576
0.942,339.12,5.50322561,1.3758064
0.943,339.48,5.50482817,1.37620704
0.944,339.84,5.50643074,1.37660768
0.945,340.2,5.5080333,1.37700833
0.946,340.56,5.50963586,1.37740897
0.947,340.92,5.51123843,1.37780961
0.948,341.28,5.51284099,1.37821025
0.949,341.64,5.51444356,1.37861089
0.95,342,5.51604612,1.37901153
0.951,342.36,5.51764869,1.37941217
0.952,342.72,5.51925125,1.37981281
0.953,343.08,5.52085381,1.38021345
0.954,343.44,5.52245638,1.38061409
0.955,343.8,5.52405894,1.38101474
0.956,344.16,5.52566151,1.38141538
0.957,344.52,5.52726407,1.38181602
0.958,344.88,5.52886663,1.38221666
0.959,345.24,5.5304692,1.3826173
0.96,345.6,5.53207176,1.38301794
0.961,345.96,5.53367433,1.38341858
0.962,346.32,5.53527689,1.38381922
0.963,346.68,5.53687945,1.38421986
0.964,347.04,5.53848202,1.3846205
0.965,347.4,5.54008458,1.38502115
0.966,347.76,5.54168715,1.38542179
0.967,348.12,5.54328971,1.38582243
0.968,348.48,5.54489227,1.38622307
0.969,348.84,5.54649484,1.38662371
0.97,349.2,5.5480974,1.38702435
0.971,349.56,5.54969997,1.38742499
0.972,349.92,5.55130253,1.38782563
0.973,350.28,5.5529051,1.38822627
0.974,350.64,5.55450766,1.38862691
0.975,351,5.55611022,1.38902756
0.976,351.36,5.55771279,1.3894282
0.977,351.72,5.55931535,1.38982884
0.978,352.08,5.56091792,1.39022948
0.979,352.44,5.56252048,1.39063012
0.98,352.8,5.56412304,1.39103076
0.981,353.16,5.56572561,1.3914314
0.982,353.52,5.56732817,1.39183204
0.983,353.88,5.56893074,1.39223268
0.984,354.24,5.5705333,1.39263333
0.985,354.6,5.57213586,1.39303397
0.986,354.96,5.57373843,1.39343461
0.987,355.32,5.57534099,1.39383525
0.988,355.68,5.57694356,1.39423589
0.989,356.04,5.57854612,1.39463653
0.99,356.4,5.58014869,1.39503717
0.991,356.76,5.58175125,1.39543781
0.992,357.12,5.58335381,1.39583845
0.993,357.48,5.58495638,1.39623909
0.994,357.84,5.58655894,1.39663974
0.995,358.2,5.58816151,1.39704038
0.996,358.56,5.58976407,1.39744102
0.997,358.92,5.59136663,1.39784166
0.998,359.28,5.5929692,1.3982423
0.999,359.64,5.59457176,1.39864294
1,360,5.59617433,1.39904358
1.001,360.36,5.59777689,1.39944422
1.002,360.72,5.59937945,1.39984486
1.003,361.08,5.60098202,1.4002455
1.004,361.44,5.60258458,1.40064615
1.005,361.8,5.60418715,1.40104679
1.006,362.16,5.60578971,1.40144743
1.007,362.52,5.60739227,1.40184807
1.008,362.88,5.60899484,1.40224871
1.009,363.24,5.6105974,1.40264935
1.01,363.6,5.61219997,1.40304999
1.011,363.96,5.61380253,1.40345063
1.012,364.32,5.6154051,1.40385127
1.013,364.68,5.61700766,1.40425191
1.014,365.04,5.61861022,1.40465256
1.015,365.4,5.62021279,1.4050532
1.016,365.76,5.62181535,1.40545384
1.017,366.12,5.62341792,1.40585448
1.018,366.48,5.62502048,1.40625512
1.019,366.84,5.62662304,1.40665576
1.02,367.2,5.62822561,1.4070564
1.021,367.56,5.62982817,1.40745704
1.022,367.92,5.63143074,1.40785768
1.023,368.28,5.6330333,1.40825833
1.024,368.64,5.63463586,1.40865897
1.025,369,5.63623843,1.40905961
1.026,369.36,5.63784099,1.40946025
1.027,369.72,5.63944356,1.40986089
1.028,370.08,5.64104612,1.41026153
1.029,370.44,5.64264869,1.41066217
1.03,370.8,5.64425125,1.41106281
1.031,371.16,5.64585381,1.41146345
1.032,371.52,5.64745638,1.41186409
1.033,371.88,5.64905894,1.41226474
1.034,372.24,5.65066151,1.41266538
1.035,372.6,5.65226407,1.41306602
1.036,372.96,5.65386663,1.41346666
1.037,373.32,5.6554692,1.4138673
1.038,373.68,5.65707176,1.41426794
1.039,374.04,5.65867433,1.41466858
1.04,374.4,5.66027689,1.41506922
1.041,374.76,5.66187945,1.41546986
1.042,375.12,5.66348202,1.4158705
1.043,375.48,5.66508458,1.41627115
1.044,375.84,5.66668715,1.41667179
1.045,376.2,5.66828971,1.41707243
1.046,376.56,5.66989227,1.41747307
1.047,376.92,5.67149484,1.41787371
1.048,377.28,5.6730974,1.41827435
1.049,377.64,5.67469997,1.41867499
1.05,378,5.67630253,1.41907563
1.051,378.36,5.6779051,1.41947627
1.052,378.72,5.67950766,1.41987691
1.053,379.08,5.68111022,1.42027756
1.054,379.44,5.68271279,1.4206782
1.055,379.8,5.68431535,1.42107884
1.056,380.16,5.68591792,1.42147948
1.057,380.52,5.68752048,1.42188012
1.058,380.88,5.68912304,1.42228076
1.059,381.24,5.69072561,1.4226814
1.06,381.6,5.69232817,1.42308204
1.061,381.96,5.69393074,1.42348268
1.062,382.32,5.6955333,1.42388333
1.063,382.68,5.69713586,1.42428397
1.064,383.04,5.69873843,1.42468461
1.065,383.4,5.70034099,1.42508525
1.066,383.76,5.70194356,1.42548589
1.067,384.12,5.70354612,1.42588653
1.068,384.48,5.70514869,1.42628717
1.069,384.84,5.70675125,1.42668781
1.07,385.2,5.70835381,1.42708845
1.071,385.56,5.70995638,1.42748909
1.072,385.92,5.71155894,1.42788974
1.073,386.28,5.71316151,1.42829038
1.074,386.64,5.71476407,1.42869102
1.075,387,5.71636663,1.42909166
1.076,387.36,5.7179692,1.4294923
1.077,387.72,5.71957176,1.42989294
1.078,388.08,5.72117433,1.43029358
1.079,388.44,5.72277689,1.43069422
1.08,388.8,5.72437945,1.43109486
1.081,389.16,5.72598202,1.4314955
1.082,389.52,5.72758458,1.43189615
1.083,389.88,5.72918715,1.43229679
1.084,390.24,5.73078971,1.43269743
1.085,390.6,5.73239227,1.43309807
1.086,390.96,5.73399484,1.43349871
1.087,391.32,5.7355974,1.43389935
1.088,391.68,5.73719997,1.43429999
1.089,392.04,5.73880253,1.43470063
1.09,392.4,5.7404051,1.43510127
1.091,392.76,5.74200766,1.43550191
1.092,393.12,5.74361022,1.43590256
1.093,393.48,5.74521279,1.4363032
1.094,393.84,5.74681535,1.43670384
1.095,394.2,5.74841792,1.43710448
1.096,394.56,5.75002048,1.43750512
1.097,394.92,5.75162304,1.43790576
1.098,395.28,5.75322561,1.4383064
1.099,395.64,5.75482817,1.43870704
1.1,396,5.75643074,1.43910768
1.101,396.36,5.7580333,1.43950833
1.102,396.72,5.75963586,1.43990897
1.103,397.08,5.76123843,1.44030961
1.104,397.44,5.76284099,1.44071025
1.105,397.8,5.76444356,1.44111089
1.106,398.16,5.76604612,1.44151153
1.107,398.52,5.76764869,1.44191217
1.108,398.88,5.76925125,1.44231281
1.109,399.24,5.77085381,1.44271345
1.11,399.6,5.77245638,1.44311409
1.111,399.96,5.77405894,1.44351474
1.112,400.32,5.77566151,1.44391538
1.113,400.68,5.77726407,1.44431602
1.114,401.04,5.77886663,1.44471666
1.115,401.4,5.7804692,1.4451173
1.116,401.76,5.78207176,1.44551794
1.117,402.12,5.78367433,1.44591858
1.118,402.48,5.78527689,1.44631922
1.119,402.84,5.78687945,1.44671986
1.12,403.2,5.78848202,1.4471205
1.121,403.56,5.79008458,1.44752115
1.122,403.92,5.79168715,1.44792179
1.123,404.28,5.79328971,1.44832243
1.124,404.64,5.79489227,1.44872307
1.125,405,5.79649484,1.44912371
1.126,405.36,5.7980974,1.44952435
1.127,405.72,5.79969997,1.44992499
1.128,406.08,5.80130253,1.45032563
1.129,406.44,5.8029051,1.45072627
1.13,406.8,5.80450766,1.45112691
1.131,407.16,5.80611022,1.45152756
1.132,407.52,5.80771279,1.4519282
1.133,407.88,5.80931535,1.45232884
1.134,408.24,5.81091792,1.45272948
1.135,408.6,5.81252048,1.45313012
1.136,408.96,5.81412304,1.45353076
1.137,409.32,5.81572561,1.4539314
1.138,409.68,5.81732817,1.45433204
1.139,410.04,5.81893074,1.45473268
1.14,410.4,5.8205333,1.45513333
1.141,410.76,5.82213586,1.45553397
1.142,411.12,5.82373843,1.45593461
1.143,411.48,5.82534099,1.45633525
1.144,411.84,5.82694356,1.45673589
1.145,412.2,5.82854612,1.45713653
1.146,412.56,5.83014869,1.45753717
1.147,412.92,5.83175125,1.45793781
1.148,413.28,5.83335381,1.45833845
1.149,413.64,5.83495638,1.45873909
1.15,414,5.83655894,1.45913974
1.151,414.36,5.83816151,1.45954038
1.152,414.72,5.83976407,1.45994102
1.153,415.08,5.84136663,1.46034166
1.154,415.44,5.8429692,1.4607423
1.155,415.8,5.84457176,1.46114294
1.156,416.16,5.84617433,1.46154358
1.157,416.52,5.84777689,1.46194422
1.158,416.88,5.84937945,1.46234486
1.159,417.24,5.85098202,1.4627455
1.16,417.6,5.85258458,1.46314615
1.161,417.96,5.85418715,1.46354679
1.162,418.32,5.85578971,1.46394743
1.163,418.68,5.85739227,1.46434807
1.164,419.04,5.85899484,1.46474871
1.165,419.4,5.8605974,1.46514935
1.166,419.76,5.86219997,1.46554999
1.167,420.12,5.86380253,1.46595063
1.168,420.48,5.8654051,1.46635127
1.169,420.84,5.86700766,1.46675191
1.17,421.2,5.86861022,1.46715256
1.171,421.56,5.87021279,1.4675532
1.172,421.92,5.87181535,1.46795384
1.173,422.28,5.87341792,1.46835448
1.174,422.64,5.87502048,1.46875512
1.175,423,5.87662304,1.46915576
1.176,423.36,5.87822561,1.4695564
1.177,423.72,5.87982817,1.46995704
1.178,424.08,5.88143074,1.47035768
1.179,424.44,5.8830333,1.47075833
1.18,424.8,5.88463586,1.47115897
1.181,425.16,5.88623843,1.47155961
1.182,425.52,5.88784099,1.47196025
1.183,425.88,5.88944356,1.47236089
1.184,426.24,5.89104612,1.47276153
1.185,426.6,5.89264869,1.47316217
1.186,426.96,5.89425125,1.47356281
1.187,427.32,5.89585381,1.47396345
1.188,427.68,5.89745638,1.47436409
1.189,428.04,5.89905894,1.47476474
1.19,428.4,5.90066151,1.47516538
1.191,428.76,5.90226407,1.47556602
1.192,429.12,5.90386663,1.47596666
1.193,429.48,5.9054692,1.4763673
1.194,429.84,5.90707176,1.47676794
1.195,430.2,5.90867433,1.47716858
1.196,430.56,5.91027689,1.47756922
1.197,430.92,5.91187945,1.47796986
1.198,431.28,5.91348202,1.4783705
1.199,431.64,5.91508458,1.47877115
1.2,432,5.91668715,1.47917179
1.201,432.36,5.91828971,1.47957243
1.202,432.72,5.91989227,1.47997307
1.203,433.08,5.92149484,1.48037371
1.204,433.44,5.9230974,1.48077435
1.205,433.8,5.92469997,1.48117499
1.206,434.16,5.92630253,1.48157563
1.207,434.52,5.9279051,1.48197627
1.208,434.88,5.92950766,1.48237691
1.209,435.24,5.93111022,1.48277756
1.21,435.6,5.93271279,1.4831782
1.211,435.96,5.93431535,1.48357884
1.212,436.32,5.93591792,1.48397948
1.213,436.68,5.93752048,1.48438012
1.214,437.04,5.93912304,1.48478076
1.215,437.4,5.94072561,1.4851814
1.216,437.76,5.94232817,1.48558204
1.217,438.12,5.94393074,1.48598268
1.218,438.48,5.9455333,1.48638333
1.219,438.84,5.94713586,1.48678397
1.22,439.2,5.94873843,1.48718461
1.221,439.56,5.95034099,1.48758525
1.222,439.92,5.95194356,1.48798589
1.223,440.28,5.95354612,1.48838653
1.224,440.64,5.95514869,1.48878717
1.225,441,5.95675125,1.48918781
1.226,441.36,5.95835381,1.48958845
1.227,441.72,5.95995638,1.48998909
1.228,442.08,5.96155894,1.49038974
1.229,442.44,5.96316151,1.49079038
1.23,442.8,5.96476407,1.49119102
1.231,443.16,5.96636663,1.49159166
1.232,443.52,5.9679692,1.4919923
1.233,443.88,5.96957176,1.49239294
1.234,444.24,5.97117433,1.49279358
1.235,444.6,5.97277689,1.49319422
1.236,444.96,5.97437945,1.49359486
1.237,445.32,5.97598202,1.4939955
1.238,445.68,5.97758458,1.49439615
1.239,446.04,5.97918715,1.49479679
1.24,446.4,5.98078971,1.49519743
1.241,446.76,5.98239227,1.49559807
1.242,447.12,5.98399484,1.49599871
1.243,447.48,5.9855974,1.49639935
1.244,447.84,5.98719997,1.49679999
1.245,448.2,5.98880253,1.49720063
1.246,448.56,5.9904051,1.49760127
1.247,448.92,5.99200766,1.49800191
1.248,449.28,5.99361022,1.49840256
1.249,449.64,5.99521279,1.4988032
1.25,450,5.99681535,1.49920384
1.251,450.36,5.99841792,1.49960448
1.252,450.72,6.00002048,1.50000512
1.253,451.08,6.00162304,1.50040576
1.254,451.44,6.00322561,1.5008064
1.255,451.8,6.00482817,1.50120704
1.256,452.16,6.00643074,1.50160768
1.257,452.52,6.0080333,1.50200833
1.258,452.88,6.00963586,1.50240897
1.259,453.24,6.01123843,1.50280961
1.26,453.6,6.01284099,1.50321025
1.261,453.96,6.01444356,1.50361089
1.262,454.32,6.01604612,1.50401153
1.263,454.68,6.01764869,1.50441217
1.264,455.04,6.01925125,1.50481281
1.265,455.4,6.02085381,1.50521345
1.266,455.76,6.02245638,1.50561409
1.267,456.12,6.02405894,1.50601474
1.268,456.48,6.02566151,1.50641538
1.269,456.84,6.02726407,1.50681602
1.27,457.2,6.02886663,1.50721666
1.271,457.56,6.0304692,1.5076173
1.272,457.92,6.03207176,1.50801794
1.273,458.28,6.03367433,1.50841858
1.274,458.64,6.03527689,1.50881922
1.275,459,6.03687945,1.50921986
1.276,459.36,6.03848202,1.5096205
1.277,459.72,6.04008458,1.51002115
1.278,460.08,6.04168715,1.51042179
1.279,460.44,6.04328971,1.51082243
1.28,460.8,6.04489227,1.51122307
1.281,461.16,6.04649484,1.51162371
1.282,461.52,6.0480974,1.51202435
1.283,461.88,6.04969997,1.51242499
1.284,462.24,6.05130253,1.51282563
1.285,462.6,6.0529051,1.51322627
1.286,462.96,6.05450766,1.51362691
1.287,463.32,6.05611022,1.51402756
1.288,463.68,6.05771279,1.5144282
1.289,464.04,6.05931535,1.51482884
1.29,464.4,6.06091792,1.51522948
1.291,464.76,6.06252048,1.51563012
1.292,465.12,6.06412304,1.51603076
1.293,465.48,6.06572561,1.5164314
1.294,465.84,6.06732817,1.51683204
1.295,466.2,6.06893074,1.51723268
1.296,466.56,6.0705333,1.51763333
1.297,466.92,6.07213586,1.51803397
1.298,467.28,6.07373843,1.51843461
1.299,467.64,6.07534099,1.51883525
1.3,468,6.07694356,1.51923589
1.301,468.36,6.07854612,1.51963653
1.302,468.72,6.08014869,1.52003717
1.303,469.08,6.08175125,1.52043781
1.304,469.44,6.08335381,1.52083845
1.305,469.8,6.08495638,1.52123909
1.306,470.16,6.08655894,1.52163974
1.307,470.52,6.08816151,1.52204038
1.308,470.88,6.08976407,1.52244102
1.309,471.24,6.09136663,1.52284166
1.31,471.6,6.0929692,1.5232423
1.311,471.96,6.09457176,1.52364294
1.312,472.32,6.09617433,1.52404358
1.313,472.68,6.09777689,1.52444422
1.314,473.04,6.09937945,1.52484486
1.315,473.4,6.10098202,1.5252455
