# Dados do modulador AM - ECOM060 / Cap.5.3 - UFAL 2026.2
# s_am = (1+ma*m)*Ac*cos(2pi*fc*t) + ruido ; ma=0.50 fc=2000Hz sigma=0.020
"# Colunas: t[s], mensagem, portadora, sinal_am"
t,mensagem,portadora,sinal_am
0.178360,-0.173489,-0.187381,-0.199029
0.178370,-0.173435,-0.062791,-0.063644
0.178380,-0.173387,0.062791,0.068661
0.178390,-0.173345,0.187381,0.178106
0.178400,-0.173309,0.309017,0.288739
0.178410,-0.173280,0.425779,0.389621
0.178420,-0.173256,0.535827,0.461403
0.178430,-0.173238,0.637424,0.589961
0.178440,-0.173226,0.728969,0.642150
0.178450,-0.173219,0.809017,0.759404
0.178460,-0.173218,0.876307,0.778481
0.178470,-0.173222,0.929776,0.801444
0.178480,-0.173232,0.968583,0.889927
0.178490,-0.173247,0.992115,0.878140
0.178500,-0.173267,1.000000,0.885937
0.178510,-0.173293,0.992115,0.906317
0.178520,-0.173323,0.968583,0.876789
0.178530,-0.173358,0.929776,0.860260
0.178540,-0.173398,0.876307,0.809711
0.178550,-0.173442,0.809017,0.739994
0.178560,-0.173492,0.728969,0.631475
0.178570,-0.173545,0.637424,0.576643
0.178580,-0.173604,0.535827,0.462022
0.178590,-0.173666,0.425779,0.372734
0.178600,-0.173733,0.309017,0.266670
0.178610,-0.173804,0.187381,0.180512
0.178620,-0.173879,0.062791,0.033462
0.178630,-0.173957,-0.062791,-0.094587
0.178640,-0.174040,-0.187381,-0.164950
0.178650,-0.174126,-0.309017,-0.291909
0.178660,-0.174216,-0.425779,-0.363996
0.178670,-0.174310,-0.535827,-0.508553
0.178680,-0.174407,-0.637424,-0.556802
0.178690,-0.174507,-0.728969,-0.670162
0.178700,-0.174611,-0.809017,-0.734830
0.178710,-0.174717,-0.876307,-0.802525
0.178720,-0.174827,-0.929776,-0.878133
0.178730,-0.174940,-0.968583,-0.877028
0.178740,-0.175055,-0.992115,-0.905951
0.178750,-0.175173,-1.000000,-0.891337
0.178760,-0.175294,-0.992115,-0.900670
0.178770,-0.175417,-0.968583,-0.854541
0.178780,-0.175543,-0.929776,-0.843714
0.178790,-0.175671,-0.876307,-0.813690
0.178800,-0.175802,-0.809017,-0.752170
0.178810,-0.175934,-0.728969,-0.695057
0.178820,-0.176068,-0.637424,-0.552047
0.178830,-0.176205,-0.535827,-0.487877
0.178840,-0.176343,-0.425779,-0.383093
0.178850,-0.176483,-0.309017,-0.303852
0.178860,-0.176624,-0.187381,-0.142716
0.178870,-0.176767,-0.062791,-0.068131
0.178880,-0.176911,0.062791,0.029999
0.178890,-0.177057,0.187381,0.131183
0.178900,-0.177204,0.309017,0.297830
0.178910,-0.177351,0.425779,0.388073
0.178920,-0.177500,0.535827,0.519491
0.178930,-0.177650,0.637424,0.603615
0.178940,-0.177800,0.728969,0.686471
0.178950,-0.177951,0.809017,0.727933
0.178960,-0.178103,0.876307,0.799327
0.178970,-0.178255,0.929776,0.869640
0.178980,-0.178407,0.968583,0.870230
0.178990,-0.178559,0.992115,0.892191
0.179000,-0.178712,1.000000,0.906087
0.179010,-0.178865,0.992115,0.893235
0.179020,-0.179017,0.968583,0.906830
0.179030,-0.179169,0.929776,0.834069
0.179040,-0.179321,0.876307,0.803052
0.179050,-0.179473,0.809017,0.712665
0.179060,-0.179624,0.728969,0.630208
0.179070,-0.179774,0.637424,0.573826
0.179080,-0.179924,0.535827,0.462797
0.179090,-0.180073,0.425779,0.385937
0.179100,-0.180220,0.309017,0.268699
0.179110,-0.180367,0.187381,0.196140
0.179120,-0.180513,0.062791,0.059237
0.179130,-0.180657,-0.062791,-0.043530
0.179140,-0.180800,-0.187381,-0.152307
0.179150,-0.180941,-0.309017,-0.267316
0.179160,-0.181081,-0.425779,-0.384789
0.179170,-0.181219,-0.535827,-0.494696
0.179180,-0.181355,-0.637424,-0.551489
0.179190,-0.181490,-0.728969,-0.649181
0.179200,-0.181622,-0.809017,-0.726092
0.179210,-0.181752,-0.876307,-0.798865
0.179220,-0.181880,-0.929776,-0.841315
0.179230,-0.182005,-0.968583,-0.888649
0.179240,-0.182128,-0.992115,-0.905959
0.179250,-0.182249,-1.000000,-0.909231
0.179260,-0.182367,-0.992115,-0.895941
0.179270,-0.182482,-0.968583,-0.882831
0.179280,-0.182594,-0.929776,-0.815947
0.179290,-0.182703,-0.876307,-0.813382
0.179300,-0.182809,-0.809017,-0.769491
0.179310,-0.182912,-0.728969,-0.681173
0.179320,-0.183011,-0.637424,-0.565583
0.179330,-0.183107,-0.535827,-0.512954
0.179340,-0.183199,-0.425779,-0.398841
0.179350,-0.183288,-0.309017,-0.280357
0.179360,-0.183373,-0.187381,-0.202862
0.179370,-0.183454,-0.062791,-0.066535
0.179380,-0.183532,0.062791,0.064914
0.179390,-0.183605,0.187381,0.181329
0.179400,-0.183674,0.309017,0.271189
0.179410,-0.183739,0.425779,0.409438
0.179420,-0.183799,0.535827,0.480055
0.179430,-0.183855,0.637424,0.582205
0.179440,-0.183906,0.728969,0.684340
0.179450,-0.183953,0.809017,0.716048
0.179460,-0.183994,0.876307,0.808677
0.179470,-0.184031,0.929776,0.855416
0.179480,-0.184063,0.968583,0.889934
0.179490,-0.184090,0.992115,0.901047
0.179500,-0.184111,1.000000,0.877595
0.179510,-0.184127,0.992115,0.910768
0.179520,-0.184138,0.968583,0.834434
0.179530,-0.184143,0.929776,0.854656
0.179540,-0.184143,0.876307,0.814263
0.179550,-0.184137,0.809017,0.744890
0.179560,-0.184125,0.728969,0.670767
0.179570,-0.184107,0.637424,0.590018
0.179580,-0.184083,0.535827,0.498166
0.179590,-0.184053,0.425779,0.370361
0.179600,-0.184016,0.309017,0.264286
0.179610,-0.183974,0.187381,0.183807
0.179620,-0.183925,0.062791,0.073359
0.179630,-0.183869,-0.062791,-0.064270
0.179640,-0.183807,-0.187381,-0.187682
0.179650,-0.183738,-0.309017,-0.302738
0.179660,-0.183662,-0.425779,-0.378880
0.179670,-0.183579,-0.535827,-0.481270
0.179680,-0.183489,-0.637424,-0.590402
0.179690,-0.183392,-0.728969,-0.726817
0.179700,-0.183288,-0.809017,-0.732931
0.179710,-0.183176,-0.876307,-0.811023
0.179720,-0.183057,-0.929776,-0.887115
0.179730,-0.182931,-0.968583,-0.880375
0.179740,-0.182797,-0.992115,-0.896566
0.179750,-0.182655,-1.000000,-0.919419
0.179760,-0.182506,-0.992115,-0.929903
0.179770,-0.182348,-0.968583,-0.880004
0.179780,-0.182183,-0.929776,-0.829659
0.179790,-0.182009,-0.876307,-0.782421
0.179800,-0.181827,-0.809017,-0.715231
0.179810,-0.181637,-0.728969,-0.669770
0.179820,-0.181439,-0.637424,-0.596670
0.179830,-0.181232,-0.535827,-0.476369
0.179840,-0.181017,-0.425779,-0.334128
0.179850,-0.180793,-0.309017,-0.298330
0.179860,-0.180560,-0.187381,-0.183349
0.179870,-0.180318,-0.062791,-0.054863
0.179880,-0.180068,0.062791,0.045549
0.179890,-0.179808,0.187381,0.134466
0.179900,-0.179540,0.309017,0.269360
0.179910,-0.179262,0.425779,0.420999
0.179920,-0.178975,0.535827,0.508881
0.179930,-0.178679,0.637424,0.590772
0.179940,-0.178373,0.728969,0.643491
0.179950,-0.178058,0.809017,0.714411
0.179960,-0.177733,0.876307,0.769817
0.179970,-0.177398,0.929776,0.851631
0.179980,-0.177054,0.968583,0.883238
0.179990,-0.176700,0.992115,0.919649
0.180000,-0.176336,1.000000,0.916088
0.180010,-0.175961,0.992115,0.904902
0.180020,-0.175577,0.968583,0.850123
0.180030,-0.175183,0.929776,0.855667
0.180040,-0.174778,0.876307,0.806905
0.180050,-0.174363,0.809017,0.737532
0.180060,-0.173937,0.728969,0.646069
0.180070,-0.173501,0.637424,0.564986
0.180080,-0.173055,0.535827,0.475590
0.180090,-0.172597,0.425779,0.448125
0.180100,-0.172129,0.309017,0.314519
0.180110,-0.171650,0.187381,0.159105
0.180120,-0.171161,0.062791,0.061803
0.180130,-0.170660,-0.062791,-0.056237
0.180140,-0.170148,-0.187381,-0.206858
0.180150,-0.169625,-0.309017,-0.322229
0.180160,-0.169091,-0.425779,-0.402174
0.180170,-0.168546,-0.535827,-0.528745
0.180180,-0.167989,-0.637424,-0.580625
0.180190,-0.167421,-0.728969,-0.666867
0.180200,-0.166842,-0.809017,-0.742284
0.180210,-0.166251,-0.876307,-0.779579
0.180220,-0.165648,-0.929776,-0.868714
0.180230,-0.165033,-0.968583,-0.874884
0.180240,-0.164407,-0.992115,-0.903960
0.180250,-0.163769,-1.000000,-0.872321
0.180260,-0.163119,-0.992115,-0.897744
0.180270,-0.162457,-0.968583,-0.895217
0.180280,-0.161784,-0.929776,-0.861962
0.180290,-0.161098,-0.876307,-0.842636
0.180300,-0.160400,-0.809017,-0.730932
0.180310,-0.159689,-0.728969,-0.667620
0.180320,-0.158967,-0.637424,-0.569952
0.180330,-0.158232,-0.535827,-0.513135
0.180340,-0.157484,-0.425779,-0.368625
0.180350,-0.156725,-0.309017,-0.265841
0.180360,-0.155952,-0.187381,-0.162006
0.180370,-0.155167,-0.062791,-0.065315
0.180380,-0.154370,0.062791,0.062587
0.180390,-0.153560,0.187381,0.130482
0.180400,-0.152737,0.309017,0.306101
0.180410,-0.151901,0.425779,0.426443
0.180420,-0.151052,0.535827,0.525600
0.180430,-0.150191,0.637424,0.574473
0.180440,-0.149316,0.728969,0.675340
0.180450,-0.148429,0.809017,0.772709
0.180460,-0.147528,0.876307,0.781273
0.180470,-0.146615,0.929776,0.870542
0.180480,-0.145688,0.968583,0.899683
0.180490,-0.144748,0.992115,0.891643
0.180500,-0.143794,1.000000,0.945813
0.180510,-0.142828,0.992115,0.919382
0.180520,-0.141847,0.968583,0.892154
0.180530,-0.140854,0.929776,0.848050
0.180540,-0.139847,0.876307,0.816931
0.180550,-0.138827,0.809017,0.790622
0.180560,-0.137793,0.728969,0.654438
0.180570,-0.136745,0.637424,0.602976
0.180580,-0.135684,0.535827,0.503341
0.180590,-0.134609,0.425779,0.429418
0.180600,-0.133520,0.309017,0.314834
0.180610,-0.132418,0.187381,0.172558
0.180620,-0.131302,0.062791,0.064910
0.180630,-0.130172,-0.062791,-0.049666
0.180640,-0.129028,-0.187381,-0.140242
0.180650,-0.127870,-0.309017,-0.288865
0.180660,-0.126699,-0.425779,-0.386947
0.180670,-0.125513,-0.535827,-0.496441
0.180680,-0.124314,-0.637424,-0.609579
0.180690,-0.123100,-0.728969,-0.669204
0.180700,-0.121872,-0.809017,-0.762418
0.180710,-0.120630,-0.876307,-0.812363
0.180720,-0.119374,-0.929776,-0.883636
0.180730,-0.118104,-0.968583,-0.955619
0.180740,-0.116820,-0.992115,-0.932779
0.180750,-0.115521,-1.000000,-0.949696
0.180760,-0.114208,-0.992115,-0.907561
0.180770,-0.112881,-0.968583,-0.914293
0.180780,-0.111540,-0.929776,-0.901248
0.180790,-0.110184,-0.876307,-0.834768
0.180800,-0.108814,-0.809017,-0.775750
0.180810,-0.107430,-0.728969,-0.707537
0.180820,-0.106031,-0.637424,-0.603168
0.180830,-0.104618,-0.535827,-0.512646
0.180840,-0.103190,-0.425779,-0.380286
0.180850,-0.101748,-0.309017,-0.308134
0.180860,-0.100292,-0.187381,-0.184373
0.180870,-0.098821,-0.062791,-0.071595
0.180880,-0.097335,0.062791,0.066297
0.180890,-0.095835,0.187381,0.203153
0.180900,-0.094321,0.309017,0.288867
0.180910,-0.092792,0.425779,0.412510
0.180920,-0.091248,0.535827,0.536211
0.180930,-0.089690,0.637424,0.599772
0.180940,-0.088117,0.728969,0.713087
0.180950,-0.086530,0.809017,0.783185
0.180960,-0.084928,0.876307,0.790975
0.180970,-0.083311,0.929776,0.844919
0.180980,-0.081680,0.968583,0.950649
0.180990,-0.080035,0.992115,0.951092
0.181000,-0.078374,1.000000,0.922125
0.181010,-0.076699,0.992115,0.973297
0.181020,-0.075010,0.968583,0.914828
0.181030,-0.073306,0.929776,0.927191
0.181040,-0.071587,0.876307,0.880187
0.181050,-0.069853,0.809017,0.793478
0.181060,-0.068105,0.728969,0.708651
0.181070,-0.066343,0.637424,0.580200
0.181080,-0.064565,0.535827,0.556035
0.181090,-0.062773,0.425779,0.436330
0.181100,-0.060967,0.309017,0.275962
0.181110,-0.059146,0.187381,0.156910
0.181120,-0.057310,0.062791,0.083980
0.181130,-0.055460,-0.062791,-0.074513
0.181140,-0.053595,-0.187381,-0.194063
0.181150,-0.051715,-0.309017,-0.334026
0.181160,-0.049821,-0.425779,-0.401869
0.181170,-0.047913,-0.535827,-0.522185
0.181180,-0.045990,-0.637424,-0.631343
0.181190,-0.044052,-0.728969,-0.737536
0.181200,-0.042100,-0.809017,-0.806065
0.181210,-0.040133,-0.876307,-0.833115
0.181220,-0.038152,-0.929776,-0.883184
0.181230,-0.036156,-0.968583,-0.928323
0.181240,-0.034146,-0.992115,-0.975147
0.181250,-0.032122,-1.000000,-0.943130
0.181260,-0.030083,-0.992115,-0.999625
0.181270,-0.028029,-0.968583,-0.950912
0.181280,-0.025962,-0.929776,-0.879561
0.181290,-0.023880,-0.876307,-0.861352
0.181300,-0.021783,-0.809017,-0.784975
0.181310,-0.019673,-0.728969,-0.717914
0.181320,-0.017548,-0.637424,-0.637494
0.181330,-0.015409,-0.535827,-0.526625
0.181340,-0.013255,-0.425779,-0.413189
0.181350,-0.011088,-0.309017,-0.287984
0.181360,-0.008906,-0.187381,-0.199459
0.181370,-0.006710,-0.062791,-0.064423
0.181380,-0.004500,0.062791,0.034602
0.181390,-0.002276,0.187381,0.175110
0.181400,-0.000038,0.309017,0.340142
0.181410,0.002214,0.425779,0.425335
0.181420,0.004480,0.535827,0.519283
0.181430,0.006760,0.637424,0.651076
0.181440,0.009054,0.728969,0.744638
0.181450,0.011362,0.809017,0.811237
0.181460,0.013683,0.876307,0.900231
0.181470,0.016019,0.929776,0.968022
0.181480,0.018368,0.968583,0.990458
0.181490,0.020731,0.992115,1.023085
0.181500,0.023107,1.000000,1.022633
0.181510,0.025497,0.992115,1.014773
0.181520,0.027901,0.968583,0.930565
0.181530,0.030318,0.929776,0.953712
0.181540,0.032749,0.876307,0.898216
0.181550,0.035193,0.809017,0.794565
0.181560,0.037650,0.728969,0.736393
0.181570,0.040121,0.637424,0.670005
0.181580,0.042605,0.535827,0.519011
0.181590,0.045103,0.425779,0.433313
0.181600,0.047613,0.309017,0.297166
0.181610,0.050137,0.187381,0.195674
0.181620,0.052673,0.062791,0.024639
0.181630,0.055223,-0.062791,-0.091923
0.181640,0.057786,-0.187381,-0.177431
0.181650,0.060362,-0.309017,-0.313754
0.181660,0.062950,-0.425779,-0.429725
0.181670,0.065552,-0.535827,-0.532309
0.181680,0.068166,-0.637424,-0.683525
0.181690,0.070792,-0.728969,-0.789700
0.181700,0.073432,-0.809017,-0.815465
0.181710,0.076084,-0.876307,-0.940565
0.181720,0.078748,-0.929776,-0.974145
0.181730,0.081425,-0.968583,-1.009025
0.181740,0.084114,-0.992115,-1.052707
0.181750,0.086816,-1.000000,-1.064354
0.181760,0.089530,-0.992115,-1.048401
0.181770,0.092256,-0.968583,-0.957342
0.181780,0.094994,-0.929776,-0.980834
0.181790,0.097744,-0.876307,-0.906787
0.181800,0.100506,-0.809017,-0.846608
0.181810,0.103280,-0.728969,-0.760231
0.181820,0.106066,-0.637424,-0.655162
0.181830,0.108864,-0.535827,-0.547794
0.181840,0.111673,-0.425779,-0.451117
0.181850,0.114494,-0.309017,-0.313495
0.181860,0.117327,-0.187381,-0.203984
0.181870,0.120171,-0.062791,-0.054161
0.181880,0.123026,0.062791,0.067663
0.181890,0.125893,0.187381,0.171233
0.181900,0.128771,0.309017,0.321795
0.181910,0.131660,0.425779,0.451558
0.181920,0.134560,0.535827,0.584482
0.181930,0.137472,0.637424,0.685441
0.181940,0.140394,0.728969,0.752759
0.181950,0.143327,0.809017,0.835370
0.181960,0.146270,0.876307,0.951904
0.181970,0.149225,0.929776,1.046479
0.181980,0.152190,0.968583,1.024490
0.181990,0.155165,0.992115,1.073156
0.182000,0.158151,1.000000,1.056813
0.182010,0.161148,0.992115,1.077335
0.182020,0.164154,0.968583,1.045435
0.182030,0.167171,0.929776,1.008390
0.182040,0.170198,0.876307,0.959129
0.182050,0.173234,0.809017,0.885598
0.182060,0.176281,0.728969,0.776963
0.182070,0.179338,0.637424,0.685624
0.182080,0.182404,0.535827,0.585174
0.182090,0.185480,0.425779,0.459591
0.182100,0.188565,0.309017,0.349723
0.182110,0.191660,0.187381,0.173807
0.182120,0.194764,0.062791,0.057272
0.182130,0.197877,-0.062791,-0.071906
0.182140,0.201000,-0.187381,-0.219023
0.182150,0.204131,-0.309017,-0.346244
0.182160,0.207272,-0.425779,-0.447207
0.182170,0.210421,-0.535827,-0.589250
0.182180,0.213579,-0.637424,-0.718874
0.182190,0.216746,-0.728969,-0.809629
0.182200,0.219921,-0.809017,-0.912750
0.182210,0.223105,-0.876307,-0.953700
0.182220,0.226297,-0.929776,-1.029123
0.182230,0.229498,-0.968583,-1.109013
0.182240,0.232706,-0.992115,-1.118886
0.182250,0.235923,-1.000000,-1.114030
0.182260,0.239148,-0.992115,-1.145361
0.182270,0.242380,-0.968583,-1.098754
0.182280,0.245620,-0.929776,-1.064377
0.182290,0.248868,-0.876307,-0.968533
0.182300,0.252123,-0.809017,-0.911268
0.182310,0.255386,-0.728969,-0.795420
0.182320,0.258656,-0.637424,-0.710867
0.182330,0.261933,-0.535827,-0.574090
0.182340,0.265218,-0.425779,-0.488046
0.182350,0.268509,-0.309017,-0.337533
0.182360,0.271807,-0.187381,-0.216406
0.182370,0.275112,-0.062791,-0.052630
0.182380,0.278424,0.062791,0.063094
0.182390,0.281742,0.187381,0.207490
0.182400,0.285066,0.309017,0.356135
0.182410,0.288397,0.425779,0.483644
0.182420,0.291734,0.535827,0.586749
0.182430,0.295077,0.637424,0.741598
0.182440,0.298426,0.728969,0.837123
0.182450,0.301781,0.809017,0.926374
0.182460,0.305142,0.876307,0.985972
0.182470,0.308508,0.929776,1.084960
0.182480,0.311880,0.968583,1.129075
0.182490,0.315257,0.992115,1.127493
0.182500,0.318639,1.000000,1.143781
0.182510,0.322027,0.992115,1.177779
0.182520,0.325419,0.968583,1.108027
0.182530,0.328817,0.929776,1.088655
0.182540,0.332219,0.876307,1.026442
0.182550,0.335626,0.809017,0.965747
0.182560,0.339037,0.728969,0.843674
0.182570,0.342453,0.637424,0.768499
0.182580,0.345873,0.535827,0.646273
0.182590,0.349297,0.425779,0.552161
0.182600,0.352726,0.309017,0.372595
0.182610,0.356158,0.187381,0.221363
0.182620,0.359594,0.062791,0.092162
0.182630,0.363034,-0.062791,-0.083103
0.182640,0.366477,-0.187381,-0.221011
0.182650,0.369924,-0.309017,-0.373829
0.182660,0.373374,-0.425779,-0.542030
0.182670,0.376827,-0.535827,-0.619743
0.182680,0.380283,-0.637424,-0.731126
0.182690,0.383742,-0.728969,-0.882593
0.182700,0.387204,-0.809017,-0.970368
0.182710,0.390668,-0.876307,-1.078051
0.182720,0.394135,-0.929776,-1.096912
0.182730,0.397605,-0.968583,-1.165721
0.182740,0.401077,-0.992115,-1.201838
0.182750,0.404550,-1.000000,-1.216203
0.182760,0.408026,-0.992115,-1.168798
0.182770,0.411504,-0.968583,-1.181521
0.182780,0.414983,-0.929776,-1.146205
0.182790,0.418465,-0.876307,-1.033014
0.182800,0.421947,-0.809017,-0.982231
0.182810,0.425431,-0.728969,-0.867936
0.182820,0.428916,-0.637424,-0.785298
0.182830,0.432403,-0.535827,-0.619306
0.182840,0.435890,-0.425779,-0.526240
0.182850,0.439378,-0.309017,-0.395697
0.182860,0.442866,-0.187381,-0.236581
0.182870,0.446356,-0.062791,-0.083676
0.182880,0.449845,0.062791,0.109722
0.182890,0.453335,0.187381,0.239620
0.182900,0.456825,0.309017,0.353884
0.182910,0.460316,0.425779,0.530671
0.182920,0.463806,0.535827,0.666905
0.182930,0.467295,0.637424,0.789936
0.182940,0.470785,0.728969,0.897119
0.182950,0.474273,0.809017,1.017922
0.182960,0.477762,0.876307,1.079637
0.182970,0.481249,0.929776,1.141129
0.182980,0.484735,0.968583,1.210372
0.182990,0.488221,0.992115,1.229531
0.183000,0.491705,1.000000,1.228739
0.183010,0.495188,0.992115,1.239859
0.183020,0.498669,0.968583,1.231785
0.183030,0.502149,0.929776,1.170495
0.183040,0.505627,0.876307,1.121164
0.183050,0.509103,0.809017,1.034476
0.183060,0.512577,0.728969,0.925488
0.183070,0.516048,0.637424,0.766933
0.183080,0.519518,0.535827,0.665595
0.183090,0.522985,0.425779,0.526875
0.183100,0.526449,0.309017,0.411380
0.183110,0.529911,0.187381,0.198427
0.183120,0.533370,0.062791,0.124660
0.183130,0.536826,-0.062791,-0.081521
0.183140,0.540279,-0.187381,-0.242551
0.183150,0.543728,-0.309017,-0.387561
0.183160,0.547174,-0.425779,-0.552470
0.183170,0.550617,-0.535827,-0.661379
0.183180,0.554055,-0.637424,-0.810879
0.183190,0.557490,-0.728969,-0.942067
0.183200,0.560921,-0.809017,-1.000072
0.183210,0.564348,-0.876307,-1.120141
0.183220,0.567770,-0.929776,-1.198612
0.183230,0.571188,-0.968583,-1.210912
0.183240,0.574602,-0.992115,-1.273374
0.183250,0.578011,-1.000000,-1.278027
0.183260,0.581415,-0.992115,-1.319196
0.183270,0.584814,-0.968583,-1.229940
0.183280,0.588208,-0.929776,-1.252962
0.183290,0.591597,-0.876307,-1.161564
0.183300,0.594980,-0.809017,-1.051434
0.183310,0.598358,-0.728969,-0.939327
0.183320,0.601731,-0.637424,-0.852893
0.183330,0.605097,-0.535827,-0.726564
0.183340,0.608457,-0.425779,-0.570451
0.183350,0.611812,-0.309017,-0.404308
0.183360,0.615160,-0.187381,-0.245500
0.183370,0.618502,-0.062791,-0.142391
0.183380,0.621837,0.062791,0.099080
0.183390,0.625166,0.187381,0.233693
0.183400,0.628488,0.309017,0.394010
0.183410,0.631803,0.425779,0.591586
0.183420,0.635111,0.535827,0.687257
0.183430,0.638412,0.637424,0.891828
0.183440,0.641705,0.728969,0.973821
0.183450,0.644991,0.809017,1.111817
0.183460,0.648270,0.876307,1.177079
0.183470,0.651540,0.929776,1.230272
0.183480,0.654803,0.968583,1.263964
0.183490,0.658058,0.992115,1.337726
0.183500,0.661305,1.000000,1.364059
0.183510,0.664543,0.992115,1.310586
0.183520,0.667773,0.968583,1.283557
0.183530,0.670994,0.929776,1.264852
0.183540,0.674207,0.876307,1.177474
0.183550,0.677410,0.809017,1.075308
0.183560,0.680605,0.728969,0.968058
0.183570,0.683791,0.637424,0.857270
0.183580,0.686967,0.535827,0.675444
0.183590,0.690134,0.425779,0.532117
0.183600,0.693292,0.309017,0.378853
0.183610,0.696440,0.187381,0.274806
0.183620,0.699578,0.062791,0.082640
0.183630,0.702706,-0.062791,-0.096487
0.183640,0.705824,-0.187381,-0.241777
0.183650,0.708932,-0.309017,-0.416350
0.183660,0.712030,-0.425779,-0.586345
0.183670,0.715117,-0.535827,-0.706622
0.183680,0.718193,-0.637424,-0.860366
0.183690,0.721259,-0.728969,-1.000661
0.183700,0.724314,-0.809017,-1.126454
0.183710,0.727358,-0.876307,-1.193278
0.183720,0.730391,-0.929776,-1.247008
0.183730,0.733412,-0.968583,-1.325152
0.183740,0.736422,-0.992115,-1.373264
0.183750,0.739421,-1.000000,-1.388206
0.183760,0.742408,-0.992115,-1.357849
0.183770,0.745383,-0.968583,-1.348598
0.183780,0.748346,-0.929776,-1.287098
0.183790,0.751297,-0.876307,-1.159076
0.183800,0.754236,-0.809017,-1.065892
0.183810,0.757163,-0.728969,-0.989501
0.183820,0.760077,-0.637424,-0.846351
0.183830,0.762979,-0.535827,-0.709506
0.183840,0.765868,-0.425779,-0.606294
0.183850,0.768745,-0.309017,-0.414440
0.183860,0.771608,-0.187381,-0.246303
0.183870,0.774458,-0.062791,-0.063637
0.183880,0.777295,0.062791,0.066461
0.183890,0.780119,0.187381,0.238718
0.183900,0.782929,0.309017,0.424652
0.183910,0.785726,0.425779,0.583945
0.183920,0.788509,0.535827,0.718441
0.183930,0.791278,0.637424,0.855820
0.183940,0.794033,0.728969,1.024104
0.183950,0.796775,0.809017,1.130445
0.183960,0.799502,0.876307,1.218954
0.183970,0.802214,0.929776,1.303280
0.183980,0.804913,0.968583,1.380583
0.183990,0.807597,0.992115,1.410011
0.184000,0.810266,1.000000,1.382673
0.184010,0.812920,0.992115,1.388889
0.184020,0.815559,0.968583,1.382723
0.184030,0.818184,0.929776,1.309158
0.184040,0.820793,0.876307,1.245402
0.184050,0.823387,0.809017,1.119863
0.184060,0.825966,0.728969,1.043272
0.184070,0.828529,0.637424,0.899073
0.184080,0.831076,0.535827,0.778446
0.184090,0.833608,0.425779,0.566930
0.184100,0.836124,0.309017,0.443999
0.184110,0.838624,0.187381,0.237517
0.184120,0.841108,0.062791,0.123811
0.184130,0.843576,-0.062791,-0.088624
0.184140,0.846027,-0.187381,-0.276588
0.184150,0.848462,-0.309017,-0.466196
0.184160,0.850881,-0.425779,-0.595658
0.184170,0.853282,-0.535827,-0.797584
0.184180,0.855668,-0.637424,-0.917652
0.184190,0.858036,-0.728969,-1.038586
0.184200,0.860387,-0.809017,-1.149619
0.184210,0.862722,-0.876307,-1.250629
0.184220,0.865039,-0.929776,-1.361526
0.184230,0.867339,-0.968583,-1.399655
0.184240,0.869621,-0.992115,-1.416834
0.184250,0.871886,-1.000000,-1.462556
0.184260,0.874134,-0.992115,-1.414994
0.184270,0.876363,-0.968583,-1.400245
0.184280,0.878575,-0.929776,-1.345450
0.184290,0.880769,-0.876307,-1.281698
0.184300,0.882945,-0.809017,-1.166780
0.184310,0.885103,-0.728969,-1.064614
0.184320,0.887243,-0.637424,-0.898864
0.184330,0.889364,-0.535827,-0.768428
0.184340,0.891467,-0.425779,-0.606067
0.184350,0.893552,-0.309017,-0.431784
0.184360,0.895618,-0.187381,-0.268132
0.184370,0.897665,-0.062791,-0.089069
0.184380,0.899694,0.062791,0.036352
0.184390,0.901703,0.187381,0.278319
0.184400,0.903694,0.309017,0.446348
0.184410,0.905665,0.425779,0.597880
0.184420,0.907618,0.535827,0.831012
0.184430,0.909551,0.637424,0.929668
0.184440,0.911465,0.728969,1.035496
0.184450,0.913359,0.809017,1.141770
0.184460,0.915234,0.876307,1.284667
0.184470,0.917089,0.929776,1.383680
0.184480,0.918924,0.968583,1.439778
0.184490,0.920740,0.992115,1.433935
0.184500,0.922536,1.000000,1.470533
0.184510,0.924312,0.992115,1.499396
0.184520,0.926067,0.968583,1.390608
0.184530,0.927803,0.929776,1.341872
0.184540,0.929519,0.876307,1.268042
0.184550,0.931214,0.809017,1.155798
0.184560,0.932888,0.728969,1.063849
0.184570,0.934543,0.637424,0.961034
0.184580,0.936176,0.535827,0.764764
0.184590,0.937790,0.425779,0.645318
0.184600,0.939382,0.309017,0.431678
0.184610,0.940954,0.187381,0.263627
0.184620,0.942505,0.062791,0.125148
0.184630,0.944034,-0.062791,-0.111508
0.184640,0.945543,-0.187381,-0.285628
0.184650,0.947031,-0.309017,-0.446000
0.184660,0.948498,-0.425779,-0.649156
0.184670,0.949943,-0.535827,-0.798306
0.184680,0.951367,-0.637424,-0.918115
0.184690,0.952770,-0.728969,-1.100946
0.184700,0.954151,-0.809017,-1.231753
0.184710,0.955511,-0.876307,-1.286711
0.184720,0.956849,-0.929776,-1.395079
0.184730,0.958166,-0.968583,-1.448948
0.184740,0.959461,-0.992115,-1.473177
0.184750,0.960734,-1.000000,-1.502841
0.184760,0.961985,-0.992115,-1.458783
0.184770,0.963215,-0.968583,-1.482759
0.184780,0.964422,-0.929776,-1.353463
0.184790,0.965608,-0.876307,-1.292473
0.184800,0.966771,-0.809017,-1.209669
